Banco;Red;Direccion;Terminales;Web;Actualización;Lon;Lat
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;AZCUENAGA 543;0;http://www.redlink.com.ar/;may-13;-58.400.676.340.709.700;-34.602.911.882.052.600
CABAL COOP. LTDA.;Link;RIVADAVIA AV. 2628;0;http://www.redlink.com.ar/;may-13;-58.403.658.487.767.800;-34.610.173.366.632.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. y PUEYRREDON AV.;0;http://www.redlink.com.ar/;may-13;-58.405.965.880.198.600;-34.610.120.768.325.400
CABAL COOP. LTDA.;Link;CORRIENTES AV. 3300;0;http://www.redlink.com.ar/;may-13;-58.411.690.367.017.500;-34.604.261.902.686.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;BELGRANO AV. 1715;0;http://www.redlink.com.ar/;may-13;-58.390.604.126.258.300;-34.613.565.124.639.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. 2528;0;http://www.redlink.com.ar/;may-13;-58.402.547.840.233.900;-34.604.904.254.298.900
METROPOLIS CÃA FINANCIERA;Link;FLORIDA 814;0;http://www.redlink.com.ar/;may-13;-58.375.538.197.602.800;-34.598.481.578.481.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORDOBA AV. y URIBURU JOSE E., PRES.;0;http://www.redlink.com.ar/;may-13;-58.398.722.999.019.600;-34.599.760.318.887.700
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;RIVADAVIA AV. 2828;0;http://www.redlink.com.ar/;may-13;-5.840.642.251.648.750;-3.461.033.309.967.960
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;URQUIZA, GRAL. 609;0;http://www.redlink.com.ar/;may-13;-58.409.611.824.661.500;-3.461.766.468.001.950
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y PASTEUR;0;http://www.redlink.com.ar/;may-13;-58.399.479.599.698.000;-34.604.635.403.833.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y URUGUAY;0;http://www.redlink.com.ar/;may-13;-5.838.681.047.184.540;-34.604.197.222.109.600
BANCO DE LA NACION ARGENTINA;Link;CORRIENTES AV. 3302;0;http://www.redlink.com.ar/;may-13;-58.411.932.988.694.800;-3.460.425.400.841.730
BANCO DE LA NACION ARGENTINA;Link;INDEPENDENCIA AV. 3599;0;http://www.redlink.com.ar/;may-13;-5.841.634.266.785.790;-34.620.805.601.257.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CASTRO BARROS AV. 148;0;http://www.redlink.com.ar/;may-13;-5.842.026.610.470.140;-3.461.381.710.512.140
BANCO HIPOTECARIO S.A.;Link;CORRIENTES AV. 3820;0;http://www.redlink.com.ar/;may-13;-58.418.357.656.986.100;-34.603.617.790.096.500
BANCO DE LA NACION ARGENTINA;Link;CORRIENTES AV. 4279;0;http://www.redlink.com.ar/;may-13;-58.425.276.677.019.900;-34.602.564.556.862.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;INDEPENDENCIA AV. 4221;0;http://www.redlink.com.ar/;may-13;-58.425.523.033.408.700;-34.621.562.795.255.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;GASCON 649;0;http://www.redlink.com.ar/;may-13;-58.424.006.918.171.900;-34.603.716.332.392.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. 4055;0;http://www.redlink.com.ar/;may-13;-5.842.180.738.800.610;-34.602.908.813.070.500
CABAL COOP. LTDA.;Link;CORRIENTES AV. 4124;0;http://www.redlink.com.ar/;may-13;-5.842.295.666.926.510;-3.460.315.787.739.250
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;BULNES 1048;0;http://www.redlink.com.ar/;may-13;-58.417.920.779.650.000;-34.599.362.627.886.700
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;CORRIENTES AV. 4043;0;http://www.redlink.com.ar/;may-13;-58.421.622.770.308.800;-3.460.292.714.413.890
BANCO DE LA NACION ARGENTINA;Link;RIVADAVIA AV. 3726;0;http://www.redlink.com.ar/;may-13;-58.418.775.481.078.800;-34.611.227.900.573.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y MALABIA;0;http://www.redlink.com.ar/;may-13;-58.439.763.813.404.700;-34.598.974.623.117.100
BANCO DE LA NACION ARGENTINA;Link;WARNES AV. 2707;0;http://www.redlink.com.ar/;may-13;-5.847.675.480.087.930;-34.596.882.550.963.800
CABAL COOP. LTDA.;Link;TRIUNVIRATO AV. 3987;0;http://www.redlink.com.ar/;may-13;-58.477.074.254.923.600;-34.579.380.604.943.700
